ESTIMATE_TYPE,LICENCE_AREA,OPNG_CAT,OPNG_DESC,TARGETS_SOCKEYE,TARGETS_COHO,TARGETS_PINK,TARGETS_CHUM,TARGETS_CHINOOK,STAT_WEEK,FISHING_DATE,MGMT_AREA,AREA_NAME,HRS_OPEN,VESSELS_OP,SOCKEYE_KEPT,SOCKEYE_RELD,COHO_KEPT,COHO_RELD,PINK_KEPT,PINK_RELD,CHUM_KEPT,CHUM_RELD,CHINOOK_KEPT,CHINOOK_RELD,COMMENTS
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 2,YES,NO,NO,NO,NO, 07/1,02/07/2006,3,3-7A,16,96,6625,0,0,4,116,10,1471,248,89,17,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 2,YES,NO,NO,NO,NO, 07/1,02/07/2006,3,3-7B,16,53,4206,0,0,68,56,5,1063,134,46,10,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 2,YES,NO,NO,NO,NO, 07/1,02/07/2006,3,BOSTONRK,16,17,1499,0,0,28,56,2,433,44,36,3,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 2,YES,NO,NO,NO,NO, 07/1,02/07/2006,3,MASK/FIN,16,68,5533,0,0,108,150,7,1738,173,44,12,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 2,YES,NO,NO,NO,NO, 07/1,02/07/2006,3,TRACEYB,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 3,YES,NO,NO,NO,NO, 07/1,03/07/2006,3,3-12N,16,87,4797,0,0,87,150,14,1215,220,100,16,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 3,YES,NO,NO,NO,NO, 07/1,03/07/2006,3,3-7A,16,90,4934,0,0,90,141,14,1271,312,106,16,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 3,YES,NO,NO,NO,NO, 07/1,03/07/2006,3,3-7B,16,94,4812,0,0,110,313,15,2671,238,104,17,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 3,YES,NO,NO,NO,NO, 07/1,03/07/2006,3,BOSTONRK,16,32,2094,0,0,33,96,5,878,81,33,6,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 3,YES,NO,NO,NO,NO, 07/1,03/07/2006,3,MASK/FIN,16,101,6368,0,0,108,309,16,1585,356,30,18,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 3,YES,NO,NO,NO,NO, 07/1,03/07/2006,3,TRACEYB,16,2,132,0,0,2,2,0,22,5,2,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / CN & CM/ Area 8 / 03 July,NO,NO,NO,YES,YES, 07/1,03/07/2006,8,Bella Coola Gillnet Area,16,49,0,0,0,0,0,0,1640,0,287,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / CN & CM/ Area 8 / 03 July,NO,NO,NO,YES,YES, 07/1,03/07/2006,8,Fisher/Fitz Hugh Net Area,16,9,2,0,0,0,2,0,724,0,32,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / CN & CM/ Area 8 / 04 July,NO,NO,NO,YES,YES, 07/1,04/07/2006,8,Bella Coola Gillnet Area,16,45,0,0,0,0,0,0,911,0,224,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / CN & CM/ Area 8 / 04 July,NO,NO,NO,YES,YES, 07/1,04/07/2006,8,Fisher/Fitz Hugh Net Area,16,6,3,0,0,0,4,0,580,0,14,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 5,YES,NO,NO,NO,NO, 07/1,05/07/2006,3,3-12N,16,58,2726,0,0,43,278,17,1450,203,46,9,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 5,YES,NO,NO,NO,NO, 07/1,05/07/2006,3,3-7A,16,55,2585,0,0,110,264,16,1375,192,44,9,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 5,YES,NO,NO,NO,NO, 07/1,05/07/2006,3,3-7B,16,64,3008,0,0,128,307,19,1600,224,51,10,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 5,YES,NO,NO,NO,NO, 07/1,05/07/2006,3,BOSTONRK,16,35,1645,0,0,70,168,11,875,123,28,6,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 5,YES,NO,NO,NO,NO, 07/1,05/07/2006,3,MASK/FIN,16,152,7144,0,0,304,730,46,3800,532,121,24,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 5,YES,NO,NO,NO,NO, 07/1,05/07/2006,3,TRACEYB,16,5,235,0,0,10,24,2,125,17,4,1,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 9,YES,NO,NO,NO,NO, 07/2,09/07/2006,3,3-12N,16,53,6643,0,0,11,93,27,1383,143,155,5,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 9,YES,NO,NO,NO,NO, 07/2,09/07/2006,3,3-7A,16,7,770,0,0,2,12,4,182,19,21,1,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 9,YES,NO,NO,NO,NO, 07/2,09/07/2006,3,3-7B,16,4,328,0,0,6,22,2,126,11,2,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 9,YES,NO,NO,NO,NO, 07/2,09/07/2006,3,BOSTONRK,16,3,246,0,0,5,17,1,95,8,2,1,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 9,YES,NO,NO,NO,NO, 07/2,09/07/2006,3,MASK/FIN,16,14,1148,0,0,22,77,7,442,41,7,1,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 9,YES,NO,NO,NO,NO, 07/2,09/07/2006,3,TRACEYB,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 9,YES,NO,NO,NO,NO, 07/2,09/07/2006,4,CHATHAM 4-9,16,173,12999,0,0,638,913,51,1151,77,42,12,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 9,YES,NO,NO,NO,NO, 07/2,09/07/2006,4,NORTH B. 4-5,16,50,4103,0,0,180,277,14,513,27,27,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 9,YES,NO,NO,NO,NO, 07/2,09/07/2006,4,R/G/S,16,53,7407,0,0,3,44,15,18,11,274,13,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 9,YES,NO,NO,NO,NO, 07/2,09/07/2006,4,SMITH IS 4-12,16,77,5805,0,0,80,117,22,27,15,187,3,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena SK A5 / July 9,YES,NO,NO,NO,NO, 07/2,09/07/2006,5,"INSIDE A5 1,2,3",16,4,324,0,0,26,48,0,60,5,1,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena SK A5 / July 9,YES,NO,NO,NO,NO, 07/2,09/07/2006,5,"OUTSIDE A5 10,13",16,12,972,0,0,77,144,0,180,14,3,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 10,YES,NO,NO,NO,NO, 07/2,10/07/2006,3,3-12N,16,36,2376,0,0,36,504,17,846,61,36,7,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 10,YES,NO,NO,NO,NO, 07/2,10/07/2006,3,3-7A,16,22,2244,0,0,66,440,10,649,37,22,33,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 10,YES,NO,NO,NO,NO, 07/2,10/07/2006,3,3-7B,16,13,861,0,0,16,185,6,303,22,13,3,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 10,YES,NO,NO,NO,NO, 07/2,10/07/2006,3,3-9N,16,3,306,0,0,9,60,1,88,5,7,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 10,YES,NO,NO,NO,NO, 07/2,10/07/2006,3,BOSTONRK,16,5,512,0,0,15,100,2,167,9,12,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 10,YES,NO,NO,NO,NO, 07/2,10/07/2006,3,MASK/FIN,16,26,3046,0,0,102,568,12,815,72,33,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 10,YES,NO,NO,NO,NO, 07/2,10/07/2006,3,TRACEYB,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 10,YES,NO,NO,NO,NO, 07/2,10/07/2006,4,CHATHAM 4-9,16,159,9988,0,0,390,809,50,675,53,63,29,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 10,YES,NO,NO,NO,NO, 07/2,10/07/2006,4,NORTH B. 4-5,16,39,2663,0,0,71,135,112,149,0,21,4,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 10,YES,NO,NO,NO,NO, 07/2,10/07/2006,4,R/G/S,16,53,4740,0,0,15,23,16,8,0,121,15,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 10,YES,NO,NO,NO,NO, 07/2,10/07/2006,4,SMITH IS 4-12,16,77,5566,0,0,10,103,23,16,0,196,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena SK A5 / July 10,YES,NO,NO,NO,NO, 07/2,10/07/2006,5,"INSIDE A5 1,2,3",16,12,900,0,0,100,180,0,336,30,1,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena SK A5 / July 10,YES,NO,NO,NO,NO, 07/2,10/07/2006,5,"OUTSIDE A5 10,13",16,4,300,0,0,33,60,0,112,10,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Douglas Ch CM / July 10,NO,NO,NO,YES,NO, 07/2,10/07/2006,6,DOUGLAS 1,16,1,3,0,0,0,31,0,38,0,0,1,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Douglas Ch CM / July 10,NO,NO,NO,YES,NO, 07/2,10/07/2006,6,OTHER A6,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / CN & CM/ Area 8 / 10 July,NO,NO,NO,YES,YES, 07/2,10/07/2006,8,Bella Coola Gillnet Area,16,44,0,0,3,0,0,0,2822,0,306,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / CN & CM/ Area 8 / 10 July,NO,NO,NO,YES,YES, 07/2,10/07/2006,8,Dean Channel Gillnet Area,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / CN & CM/ Area 8 / 10 July,NO,NO,NO,YES,YES, 07/2,10/07/2006,8,Fisher/Fitz Hugh Net Area,16,10,14,0,3,0,29,0,588,0,31,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Douglas Ch CM / July 11,NO,NO,NO,YES,NO, 07/2,11/07/2006,6,DOUGLAS 1,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Douglas Ch CM / July 11,NO,NO,NO,YES,NO, 07/2,11/07/2006,6,OTHER A6,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / CN & CM/ Area 8 / 11July,NO,NO,NO,YES,YES, 07/2,11/07/2006,8,Bella Coola Gillnet Area,16,38,0,0,0,0,4,0,2842,0,336,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / CN & CM/ Area 8 / 11July,NO,NO,NO,YES,YES, 07/2,11/07/2006,8,Dean Channel Gillnet Area,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / CN & CM/ Area 8 / 11July,NO,NO,NO,YES,YES, 07/2,11/07/2006,8,Fisher/Fitz Hugh Net Area,16,14,17,0,3,0,51,0,1274,0,43,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 12,YES,NO,NO,NO,NO, 07/2,12/07/2006,3,3-12N,16,80,6320,0,0,13,2445,42,1424,200,40,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 12,YES,NO,NO,NO,NO, 07/2,12/07/2006,3,3-7A,16,24,1892,0,0,4,1100,13,415,60,12,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 12,YES,NO,NO,NO,NO, 07/2,12/07/2006,3,3-7B,16,14,751,0,0,5,268,7,666,35,4,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 12,YES,NO,NO,NO,NO, 07/2,12/07/2006,3,BOSTONRK,16,9,540,0,0,34,72,5,124,23,3,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 12,YES,NO,NO,NO,NO, 07/2,12/07/2006,3,MASK/FIN,16,37,2220,0,0,140,296,20,510,92,13,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 12,YES,NO,NO,NO,NO, 07/2,12/07/2006,3,TRACEYB,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 12,YES,NO,NO,NO,NO, 07/2,12/07/2006,4,CHATHAM 4-9,16,124,8953,0,0,279,942,21,490,0,81,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 12,YES,NO,NO,NO,NO, 07/2,12/07/2006,4,NORTH B. 4-5,16,51,3082,0,0,197,401,9,372,0,18,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 12,YES,NO,NO,NO,NO, 07/2,12/07/2006,4,R/G/S,16,33,3213,0,0,3,21,2,6,3,36,3,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 12,YES,NO,NO,NO,NO, 07/2,12/07/2006,4,SMITH IS 4-12,16,68,7834,0,0,4,510,11,11,0,161,7,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena SK A5 / July 12,YES,NO,NO,NO,NO, 07/2,12/07/2006,5,"INSIDE A5 1,2,3",16,4,484,0,0,84,84,132,182,23,6,1,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena SK A5 / July 12,YES,NO,NO,NO,NO, 07/2,12/07/2006,5,"OUTSIDE A5 10,13",16,12,1452,0,0,252,252,396,546,70,8,8,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 13,YES,NO,NO,NO,NO, 07/2,13/07/2006,3,BOSTONRK,16,12,636,0,0,23,271,18,372,29,2,1,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 13,YES,NO,NO,NO,NO, 07/2,13/07/2006,3,MASK/FIN,16,54,2862,0,0,103,1220,81,1674,130,9,3,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 13,YES,NO,NO,NO,NO, 07/2,13/07/2006,3,TRACEYB,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 13,YES,NO,NO,NO,NO, 07/2,13/07/2006,4,CHATHAM 4-9,16,172,11960,0,0,1078,2935,38,1433,57,103,15,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 13,YES,NO,NO,NO,NO, 07/2,13/07/2006,4,NORTH B. 4-5,16,78,3259,0,0,9,546,17,754,31,70,7,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 13,YES,NO,NO,NO,NO, 07/2,13/07/2006,4,R/G/S,16,33,3267,0,0,4,66,7,0,13,136,3,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 13,YES,NO,NO,NO,NO, 07/2,13/07/2006,4,SMITH IS 4-12,16,91,4289,0,0,24,152,20,18,8,109,9,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena SK A5 / July 13,YES,NO,NO,NO,NO, 07/2,13/07/2006,5,"INSIDE A5 1,2,3",16,4,260,0,0,60,88,66,120,25,3,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena SK A5 / July 13,YES,NO,NO,NO,NO, 07/2,13/07/2006,5,"OUTSIDE A5 10,13",16,12,780,0,0,180,264,199,360,76,8,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 15,YES,NO,NO,NO,NO, 07/2,15/07/2006,3,3-12N,16,37,5155,0,0,9,784,58,368,0,9,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 15,YES,NO,NO,NO,NO, 07/2,15/07/2006,3,3-7A,16,9,1350,0,0,9,228,14,166,7,2,4,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 15,YES,NO,NO,NO,NO, 07/2,15/07/2006,3,3-7B,16,11,2071,0,0,39,435,17,520,38,0,22,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 15,YES,NO,NO,NO,NO, 07/2,15/07/2006,3,BOSTONRK,16,2,285,0,0,8,50,3,32,7,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 15,YES,NO,NO,NO,NO, 07/2,15/07/2006,3,MASK/FIN,16,23,3283,0,0,88,574,36,375,76,3,4,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 15,YES,NO,NO,NO,NO, 07/2,15/07/2006,3,TRACEYB,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 15,YES,NO,NO,NO,NO, 07/2,15/07/2006,4,CHATHAM 4-9,16,106,8419,0,0,379,1607,44,0,318,0,28,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 15,YES,NO,NO,NO,NO, 07/2,15/07/2006,4,NORTH B. 4-5,16,69,13734,0,0,197,1573,28,0,528,28,7,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 15,YES,NO,NO,NO,NO, 07/2,15/07/2006,4,R/G/S,16,45,5942,0,0,30,135,0,0,11,129,15,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 15,YES,NO,NO,NO,NO, 07/2,15/07/2006,4,SMITH IS 4-12,16,142,14573,0,0,47,247,58,0,47,126,32,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena SK A5 / July 15,YES,NO,NO,NO,NO, 07/2,15/07/2006,5,"INSIDE A5 1,2,3",16,1,104,0,0,1,2,63,0,1,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena SK A5 / July 15,YES,NO,NO,NO,NO, 07/2,15/07/2006,5,"OUTSIDE A5 10,13",16,12,2188,0,0,344,4800,756,0,500,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 16,YES,NO,NO,NO,NO, 07/3,16/07/2006,3,3-12N,16,37,4218,0,0,37,1654,14,481,60,4,6,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 16,YES,NO,NO,NO,NO, 07/3,16/07/2006,3,3-7A,16,10,1141,0,0,11,894,4,334,39,1,4,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 16,YES,NO,NO,NO,NO, 07/3,16/07/2006,3,3-7B,16,7,763,0,0,49,278,3,231,23,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 16,YES,NO,NO,NO,NO, 07/3,16/07/2006,3,BOSTONRK,16,4,426,0,0,189,146,1,133,16,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 16,YES,NO,NO,NO,NO, 07/3,16/07/2006,3,MASK/FIN,16,19,2028,0,0,84,695,8,272,8,1,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 16,YES,NO,NO,NO,NO, 07/3,16/07/2006,3,TRACEYB,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 16,YES,NO,NO,NO,NO, 07/3,16/07/2006,4,CHATHAM 4-9,16,71,6122,0,0,236,4823,57,0,411,55,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 16,YES,NO,NO,NO,NO, 07/3,16/07/2006,4,NORTH B. 4-5,16,126,10206,0,0,415,504,126,0,530,126,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 16,YES,NO,NO,NO,NO, 07/3,16/07/2006,4,R/G/S,16,71,4414,0,0,28,363,35,0,20,140,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 16,YES,NO,NO,NO,NO, 07/3,16/07/2006,4,SMITH IS 4-12,16,108,11415,0,0,356,532,86,0,17,108,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena SK A5 / July 16,YES,NO,NO,NO,NO, 07/3,16/07/2006,5,"INSIDE A5 1,2,3",16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena SK A5 / July 16,YES,NO,NO,NO,NO, 07/3,16/07/2006,5,"OUTSIDE A5 10,13",16,6,485,0,0,99,864,400,0,185,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Douglas Ch CM / July 17,NO,NO,NO,YES,NO, 07/3,17/07/2006,6,DOUGLAS 1,16,3,15,0,0,4,93,0,981,0,7,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Douglas Ch CM / July 17,NO,NO,NO,YES,NO, 07/3,17/07/2006,6,OTHER A6,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN /CM/ Area 8 / 17July,NO,NO,NO,YES,NO, 07/3,17/07/2006,8,Bella Coola Gillnet Area,16,40,0,0,9,0,35,0,12587,0,295,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN /CM/ Area 8 / 17July,NO,NO,NO,YES,NO, 07/3,17/07/2006,8,Dean Channel Gillnet Area,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN /CM/ Area 8 / 17July,NO,NO,NO,YES,NO, 07/3,17/07/2006,8,Fisher/Fitz Hugh Net Area,16,17,27,0,15,0,194,0,1763,0,37,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Douglas Ch CM / July 18,NO,NO,NO,YES,NO, 07/3,18/07/2006,6,DOUGLAS 1,16,3,6,0,0,3,74,0,801,0,8,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Douglas Ch CM / July 18,NO,NO,NO,YES,NO, 07/3,18/07/2006,6,OTHER A6,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN /CM/ Area 8 / 18 July,NO,NO,NO,YES,NO, 07/3,18/07/2006,8,Bella Coola Gillnet Area,16,42,1,0,22,0,111,0,10897,0,398,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN /CM/ Area 8 / 18 July,NO,NO,NO,YES,NO, 07/3,18/07/2006,8,Dean Channel Gillnet Area,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN /CM/ Area 8 / 18 July,NO,NO,NO,YES,NO, 07/3,18/07/2006,8,Fisher/Fitz Hugh Net Area,16,16,16,0,4,0,166,0,1133,0,15,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 19,YES,NO,NO,NO,NO, 07/3,19/07/2006,3,3-12N,16,37,5290,0,0,22,1739,101,296,37,11,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 19,YES,NO,NO,NO,NO, 07/3,19/07/2006,3,3-7A,16,11,1541,0,0,8,908,0,250,0,3,25,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 19,YES,NO,NO,NO,NO, 07/3,19/07/2006,3,3-7B,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 19,YES,NO,NO,NO,NO, 07/3,19/07/2006,3,BOSTONRK,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 19,YES,NO,NO,NO,NO, 07/3,19/07/2006,3,MASK/FIN,16,45,7634,0,0,251,3139,53,966,3,24,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Nass SK /July 19,YES,NO,NO,NO,NO, 07/3,19/07/2006,3,TRACEYB,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 19,YES,NO,NO,NO,NO, 07/3,19/07/2006,4,CHATHAM 4-9,16,89,15753,0,0,788,2503,45,0,400,22,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 19,YES,NO,NO,NO,NO, 07/3,19/07/2006,4,NORTH B. 4-5,16,89,9493,0,0,178,2356,45,0,700,24,6,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 19,YES,NO,NO,NO,NO, 07/3,19/07/2006,4,R/G/S,16,72,24931,0,0,14,902,45,0,20,72,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena Sockeye/ July 19,YES,NO,NO,NO,NO, 07/3,19/07/2006,4,SMITH IS 4-12,16,108,13811,0,0,54,1499,135,0,54,7,0,
IN-SEASON,Area C - Salmon Gillnet,Full Fleet,Area C GN / Skeena SK A5 / July 19,YES,NO,NO,NO,NO, 07/3,19/07/2006,5,"INSIDE A5 1,2,3",16,0,0,0,0,0,0,0,0,0,0,0,
