SpeciesId,StatArea/CU,CU_Name,Year,T_Idx_E,ExpFactor1,AdjSum,ExpFactor2,ObsE,ExpFactor3,TE,CDN Harvest,CDN ER,TRTC,Total Harvest,Total ER,Total Run,Q1,Q2,Q3
CM,CM_23,West Haida Gwaii,2000,59969,1.07,64098,1.12,71873,1.5,107810,26705,0.2,134515,26705,0.2,134515,2.16,4.68,4.46
CM,CM_23,West Haida Gwaii,2001,38980,1.17,45505,1.12,51025,1.5,76537,47,0,76584,47,0,76584,2.16,4.28,4.46
CM,CM_23,West Haida Gwaii,2002,63000,1.12,70636,1.12,79205,1.5,118808,1228,0.01,120035,1228,0.01,120035,2.16,4.46,4.46
CM,CM_23,West Haida Gwaii,2003,58390,1.03,60144,1.12,67440,1.5,101159,51,0,101211,51,0,101211,2.16,4.85,4.46
CM,CM_23,West Haida Gwaii,2004,58815,1.43,83922,1.12,94102,1.5,141153,9239,0.06,150392,9239,0.06,150392,2.16,3.5,4.46
CM,CM_23,West Haida Gwaii,2005,63600,1.39,88195,1.12,98893,1.5,148340,82389,0.36,230729,82389,0.36,230729,2.16,3.61,4.46
CM,CM_23,West Haida Gwaii,2006,47575,1.08,51353,1.12,57583,1.5,86375,15849,0.16,102224,15849,0.16,102224,2.16,4.63,4.46
CM,CM_23,West Haida Gwaii,2007,42110,1.26,53253,1.12,59713,1.5,89569,0,0,89569,0,0,89569,2.16,3.95,4.46
CM,CM_23,West Haida Gwaii,2008,32400,1.43,46211,1.12,51817,1.5,77725,0,0,77725,0,0,77725,2.16,3.51,4.46
CM,CM_23,West Haida Gwaii,2009,38850,1.02,39759,1.12,44582,1.5,66873,0,0,66873,0,0,66873,2.16,4.89,4.46
CM,CM_23,West Haida Gwaii,2010,57225,1.62,92683,1.12,103926,1.5,155890,0,0,155890,0,0,155890,2.16,3.09,4.46
CM,CM_23,West Haida Gwaii,2011,50025,1.53,76300,1.02,77976,1.5,116965,0,0,116965,0,0,116965,2.16,3.28,4.89
CM,CM_23,West Haida Gwaii,2012,87020,1.16,100606,1.02,102817,1.5,154225,0,0,154225,0,0,154225,2.16,4.32,4.89
CM,CM_23,West Haida Gwaii,2013,25900,1.6,41509,1.02,42421,1.5,63632,0,0,63632,0,0,63632,2.16,3.12,4.89
CM,CM_23,West Haida Gwaii,2014,11545,4.4,50818,1.02,51935,1.5,77902,0,0,77902,0,0,77902,2.16,1.14,4.89
CM,CM_24,North Haida Gwaii,1954,125000,1,125000,1.03,128481,1.5,192721,33283,0.15,226004,33283,0.15,226004,2,5,4.86
CM,CM_24,North Haida Gwaii,1955,22500,2.19,49212,1.03,50583,1.5,75874,6684,0.08,82558,6684,0.08,82558,2,2.29,4.86
CM,CM_24,North Haida Gwaii,1956,3500,5.49,19210,1.03,19745,1.5,29618,17379,0.37,46997,17379,0.37,46997,2,0.91,4.86
CM,CM_24,North Haida Gwaii,1957,145000,1,145000,1.03,149037,1.5,223556,56467,0.2,280024,56467,0.2,280024,2,5,4.86
CM,CM_24,North Haida Gwaii,1958,22900,1,22900,1.03,23538,1.5,35306,8806,0.2,44112,8806,0.2,44112,2,5,4.86
CM,CM_24,North Haida Gwaii,1959,18500,1,18500,1.03,19015,1.5,28523,1940,0.06,30462,1940,0.06,30462,2,5,4.86
CM,CM_24,North Haida Gwaii,1960,14500,1,14500,1.01,14643,1.5,21965,1837,0.08,23802,1837,0.08,23802,2,5,4.95
CM,CM_24,North Haida Gwaii,1961,26000,1,26000,1.01,26257,1.5,39386,819,0.02,40205,819,0.02,40205,2,5,4.95
CM,CM_24,North Haida Gwaii,1962,14500,1,14500,1.01,14643,1.5,21965,2969,0.12,24934,2969,0.12,24934,2,5,4.95
CM,CM_24,North Haida Gwaii,1963,10500,1,10500,1.01,10604,1.5,15906,4146,0.21,20052,4146,0.21,20052,2,5,4.95
CM,CM_24,North Haida Gwaii,1964,93500,1,93500,1.01,94425,1.5,141637,13401,0.09,155038,13401,0.09,155038,2,5,4.95
CM,CM_24,North Haida Gwaii,1965,160075,1,160075,1.01,161658,1.5,242487,9925,0.04,252412,9925,0.04,252412,2,5,4.95
CM,CM_24,North Haida Gwaii,1966,93500,1,93500,1.01,94425,1.5,141637,21129,0.13,162766,21129,0.13,162766,2,5,4.95
CM,CM_24,North Haida Gwaii,1967,31500,1,31500,1.01,31812,1.5,47717,24211,0.34,71928,24211,0.34,71928,2,5,4.95
CM,CM_24,North Haida Gwaii,1968,37500,1,37500,1.01,37871,1.5,56806,24297,0.3,81103,24297,0.3,81103,2,5,4.95
CM,CM_24,North Haida Gwaii,1969,45000,1,45000,1.01,45445,1.5,68168,35781,0.34,103949,35781,0.34,103949,2,5,4.95
CM,CM_24,North Haida Gwaii,1970,21000,1,21000,1.17,24630,1.5,36945,28977,0.44,65922,28977,0.44,65922,2,5,4.26
CM,CM_24,North Haida Gwaii,1971,42000,1,42000,1.17,49260,1.5,73890,34675,0.32,108565,34675,0.32,108565,2,5,4.26
CM,CM_24,North Haida Gwaii,1972,6500,1,6500,1.17,7624,1.5,11435,38048,0.77,49483,38048,0.77,49483,2,5,4.26
CM,CM_24,North Haida Gwaii,1973,37000,1,37000,1.17,43395,1.5,65093,51152,0.44,116245,51152,0.44,116245,2,5,4.26
CM,CM_24,North Haida Gwaii,1974,31000,1,31000,1.17,36358,1.5,54538,17529,0.24,72067,17529,0.24,72067,2,5,4.26
CM,CM_24,North Haida Gwaii,1975,50000,1,50000,1.17,58643,1.5,87964,11323,0.11,99287,11323,0.11,99287,2,5,4.26
CM,CM_24,North Haida Gwaii,1976,45500,1,45500,1.17,53365,1.5,80047,2077,0.03,82124,2077,0.03,82124,2,5,4.26
CM,CM_24,North Haida Gwaii,1977,48000,1,48000,1.17,56297,1.5,84445,4958,0.06,89404,4958,0.06,89404,2,5,4.26
CM,CM_24,North Haida Gwaii,1978,50000,1,50000,1.17,58643,1.5,87964,5858,0.06,93821,5858,0.06,93821,2,5,4.26
CM,CM_24,North Haida Gwaii,1979,28000,1,28000,1.17,32840,1.5,49260,6148,0.11,55408,6148,0.11,55408,2,5,4.26
CM,CM_24,North Haida Gwaii,1980,12200,1,12200,1.04,12714,1.5,19072,10265,0.35,29336,10265,0.35,29336,2,5,4.8
CM,CM_24,North Haida Gwaii,1981,24600,1,24600,1.04,25637,1.5,38456,16302,0.3,54758,16302,0.3,54758,2,5,4.8
CM,CM_24,North Haida Gwaii,1982,67000,1,67000,1.04,69825,1.5,104737,12066,0.1,116803,12066,0.1,116803,2,5,4.8
CM,CM_24,North Haida Gwaii,1983,34000,1,34000,1.04,35433,1.5,53150,2636,0.05,55786,2636,0.05,55786,2,5,4.8
CM,CM_24,North Haida Gwaii,1984,50000,1,50000,1.04,52108,1.5,78162,6044,0.07,84206,6044,0.07,84206,2,5,4.8
CM,CM_24,North Haida Gwaii,1985,61000,1,61000,1.04,63572,1.5,95358,54060,0.36,149418,54060,0.36,149418,2,5,4.8
CM,CM_24,North Haida Gwaii,1986,80000,1,80000,1.04,83373,1.5,125059,103232,0.45,228292,103232,0.45,228292,2,5,4.8
CM,CM_24,North Haida Gwaii,1987,50000,1,50000,1.04,52108,1.5,78162,6833,0.08,84995,6833,0.08,84995,2,5,4.8
CM,CM_24,North Haida Gwaii,1988,27500,1,27500,1.04,28659,1.5,42989,7717,0.15,50706,7717,0.15,50706,2,5,4.8
CM,CM_24,North Haida Gwaii,1989,18250,1,18250,1.04,19019,1.5,28529,5260,0.16,33789,5260,0.16,33789,2,5,4.8
CM,CM_24,North Haida Gwaii,1990,4500,1.02,4612,1.01,4658,1.5,6987,8325,0.54,15312,8325,0.54,15312,2,4.88,4.95
CM,CM_24,North Haida Gwaii,1991,900,1.38,1242,1.01,1254,1.5,1882,2932,0.61,4814,2932,0.61,4814,2,3.62,4.95
CM,CM_24,North Haida Gwaii,1992,6000,1,6000,1.01,6060,1.5,9090,8674,0.49,17764,8674,0.49,17764,2,5,4.95
CM,CM_24,North Haida Gwaii,1993,50060,1,50060,1.01,50563,1.5,75844,23699,0.24,99544,23699,0.24,99544,2,5,4.95
CM,CM_24,North Haida Gwaii,1994,32000,1,32000,1.01,32322,1.5,48482,13918,0.22,62400,13918,0.22,62400,2,5,4.95
CM,CM_24,North Haida Gwaii,1995,19800,1,19800,1.01,19999,1.5,29998,23884,0.44,53882,23884,0.44,53882,2,5,4.95
CM,CM_24,North Haida Gwaii,1996,6300,1,6300,1.01,6363,1.5,9545,901,0.09,10446,901,0.09,10446,2,5,4.95
CM,CM_24,North Haida Gwaii,1997,31050,1.02,31822,1.01,32142,1.5,48213,46833,0.49,95046,46833,0.49,95046,2,4.88,4.95
CM,CM_24,North Haida Gwaii,1998,32000,1.02,32796,1.01,33125,1.5,49688,2463,0.05,52150,2463,0.05,52150,2,4.88,4.95
CM,CM_24,North Haida Gwaii,1999,33000,1.02,33821,1.01,34160,1.5,51240,1189,0.02,52430,1189,0.02,52430,2,4.88,4.95
CM,CM_24,North Haida Gwaii,2000,11200,1,11200,1.05,11751,1.5,17626,231,0.01,17857,231,0.01,17857,2,5,4.77
CM,CM_24,North Haida Gwaii,2001,3800,1,3800,1.05,3987,1.5,5980,0,0,5980,0,0,5980,2,5,4.77
CM,CM_24,North Haida Gwaii,2002,6500,1.09,7105,1.05,7454,1.5,11181,15,0,11196,15,0,11196,2,4.57,4.77
CM,CM_24,North Haida Gwaii,2003,33500,1,33500,1.05,35147,1.5,52720,0,0,52720,0,0,52720,2,5,4.77
CM,CM_24,North Haida Gwaii,2004,3300,1,3300,1.05,3462,1.5,5193,0,0,5193,0,0,5193,2,5,4.77
CM,CM_24,North Haida Gwaii,2005,1500,1.42,2134,1.05,2239,1.5,3359,0,0,3359,0,0,3359,2,3.51,4.77
CM,CM_24,North Haida Gwaii,2006,17500,1,17500,1.05,18360,1.5,27540,881,0.03,28421,881,0.03,28421,2,5,4.77
CM,CM_24,North Haida Gwaii,2007,1600,11.75,18795,1.05,19719,1.5,29579,0,0,29579,0,0,29579,2,0.43,4.77
CM,CM_24,North Haida Gwaii,2008,,,,,,,,,0,,,0,,,,
CM,CM_24,North Haida Gwaii,2009,35500,1,35500,1.05,37245,1.5,55867,0,0,55867,0,0,55867,2,5,4.77
CM,CM_24,North Haida Gwaii,2010,,,,,,,,,0,,,0,,,,
CM,CM_24,North Haida Gwaii,2011,25400,1.03,26279,1,26279,1.5,39418,0,0,39418,0,0,39418,2,4.83,5
CM,CM_24,North Haida Gwaii,2012,4000,1,4000,1,4000,1.5,6000,0,0,6000,0,0,6000,2,5,5
CM,CM_24,North Haida Gwaii,2013,,,,,,,,,,,,,,,,
CM,CM_24,North Haida Gwaii,2014,,,,,,,,,,,,,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,1954,,,,,,,,,0.15,,,0.15,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,1955,,,,,,,,,0.08,,,0.08,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,1956,,,,,,,,,0.37,,,0.37,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,1957,200,1,200,1,200,1.5,300,76,0.2,376,76,0.2,376,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1958,200,1,200,1,200,1.5,300,75,0.2,375,75,0.2,375,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1959,,,,,,,,,0.06,,,0.06,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,1960,200,1,200,1,200,1.5,300,25,0.08,325,25,0.08,325,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1961,25,1,25,1,25,1.5,38,1,0.02,38,1,0.02,38,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1962,75,1,75,1,75,1.5,113,15,0.12,128,15,0.12,128,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1963,,,,,,,,,0.21,,,0.21,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,1964,1500,1,1500,1,1500,1.5,2250,213,0.09,2463,213,0.09,2463,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1965,1500,1,1500,1,1500,1.5,2250,92,0.04,2342,92,0.04,2342,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1966,200,1,200,1,200,1.5,300,45,0.13,345,45,0.13,345,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1967,75,1,75,1,75,1.5,113,57,0.34,170,57,0.34,170,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1968,,,,,,,,,0.3,,,0.3,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,1969,,,,,,,,,0.34,,,0.34,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,1970,3000,1,3000,1,3000,1.5,4500,3530,0.44,8030,3530,0.44,8030,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1971,2500,1,2500,1,2500,1.5,3750,1760,0.32,5510,1760,0.32,5510,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1972,2000,1,2000,1,2000,1.5,3000,9982,0.77,12982,9982,0.77,12982,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1973,2000,1,2000,1,2000,1.5,3000,2357,0.44,5357,2357,0.44,5357,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1974,4000,1,4000,1,4000,1.5,6000,1929,0.24,7929,1929,0.24,7929,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1975,500,1,500,1,500,1.5,750,97,0.11,847,97,0.11,847,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1976,3000,1,3000,1,3000,1.5,4500,117,0.03,4617,117,0.03,4617,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1977,4000,1,4000,1,4000,1.5,6000,352,0.06,6352,352,0.06,6352,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1978,1000,1,1000,1,1000,1.5,1500,100,0.06,1600,100,0.06,1600,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1979,400,1,400,1,400,1.5,600,75,0.11,675,75,0.11,675,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1980,600,1,600,1,600,1.5,900,484,0.35,1384,484,0.35,1384,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1981,600,1,600,1,600,1.5,900,382,0.3,1282,382,0.3,1282,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1982,2000,1,2000,1,2000,1.5,3000,346,0.1,3346,346,0.1,3346,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1983,50,1,50,1,50,1.5,75,4,0.05,79,4,0.05,79,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1984,2000,1,2000,1,2000,1.5,3000,232,0.07,3232,232,0.07,3232,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1985,1400,1,1400,1,1400,1.5,2100,1191,0.36,3291,1191,0.36,3291,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1986,2200,1,2200,1,2200,1.5,3300,2724,0.45,6024,2724,0.45,6024,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1987,200,1,200,1,200,1.5,300,26,0.08,326,26,0.08,326,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1988,1400,1,1400,1,1400,1.5,2100,377,0.15,2477,377,0.15,2477,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1989,,,,,,,,,0.16,,,0.16,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,1990,200,1,200,1,200,1.5,300,357,0.54,657,357,0.54,657,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1991,,,,,,,,,0.61,,,0.61,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,1992,300,1,300,1,300,1.5,450,429,0.49,879,429,0.49,879,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1993,,,,,,,,,0.24,,,0.24,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,1994,100,1,100,1,100,1.5,150,43,0.22,193,43,0.22,193,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1995,30,1,30,1,30,1.5,45,36,0.44,81,36,0.44,81,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1996,300,1,300,1,300,1.5,450,42,0.09,492,42,0.09,492,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,1997,,,,,,,,,0.49,,,0.49,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,1998,,,,,,,,,0.05,,,0.05,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,1999,,,,,,,,,0.02,,,0.02,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,2000,1500,1,1500,1,1500,1.5,2250,30,0.01,2280,30,0.01,2280,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,2001,,,,,,,,,0,,,0,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,2002,500,1,500,1,500,1.5,750,1,0,751,1,0,751,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,2003,500,1,500,1,500,1.5,750,0,0,750,0,0,750,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,2004,700,1,700,1,700,1.5,1050,0,0,1050,0,0,1050,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,2005,150,1,150,1,150,1.5,225,0,0,225,0,0,225,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,2006,800,1,800,1,800,1.5,1200,38,0.03,1238,38,0.03,1238,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,2007,200,1,200,1,200,1.5,300,0,0,300,0,0,300,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,2008,600,1,600,1,600,1.5,900,0,0,900,0,0,900,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,2009,20,1,20,1,20,1.5,30,0,0,30,0,0,30,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,2010,200,1,200,1,200,1.5,300,0,0,300,0,0,300,3,5,5
CM,CM_25,North Haida Gwaii-Stanley Creek,2011,,,,,,,,,0,,,0,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,2012,,,,,,,,,0,,,0,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,2013,,,,,,,,,,,,,,,,
CM,CM_25,North Haida Gwaii-Stanley Creek,2014,,,,,,,,,,,,,,,,
CM,CM_26,Skeena Estuary,1954,2700,1.12,3032,3.31,10039,1.5,15058,13311,0.38,28369,19710,0.57,34768,1.75,4.45,1.51
CM,CM_26,Skeena Estuary,1955,250,1.25,313,3.31,1036,1.5,1553,980,0.32,2533,1551,0.5,3104,1.75,4,1.51
CM,CM_26,Skeena Estuary,1956,245,1.12,275,3.31,911,1.5,1366,1189,0.38,2555,1765,0.56,3132,1.75,4.45,1.51
CM,CM_26,Skeena Estuary,1957,1550,1.73,2682,3.31,8880,1.5,13319,11092,0.37,24411,16598,0.55,29917,1.75,2.89,1.51
CM,CM_26,Skeena Estuary,1958,375,1.12,421,3.31,1394,1.5,2091,1421,0.33,3513,2214,0.51,4305,1.75,4.45,1.51
CM,CM_26,Skeena Estuary,1959,275,1.12,309,3.31,1022,1.5,1534,851,0.29,2385,1389,0.48,2923,1.75,4.45,1.51
CM,CM_26,Skeena Estuary,1960,300,1.25,375,3.31,1243,1.5,1864,924,0.27,2788,1553,0.45,3417,1.75,4,1.51
CM,CM_26,Skeena Estuary,1961,525,1.12,589,3.31,1952,1.5,2928,1844,0.32,4772,2920,0.5,5848,1.75,4.45,1.51
CM,CM_26,Skeena Estuary,1962,275,1.12,309,3.31,1022,1.5,1534,665,0.25,2198,1161,0.43,2694,1.75,4.45,1.51
CM,CM_26,Skeena Estuary,1963,425,1.25,532,3.31,1760,1.5,2641,904,0.21,3545,1704,0.39,4344,1.75,4,1.51
CM,CM_26,Skeena Estuary,1964,625,1.25,782,3.31,2589,1.5,3883,1888,0.27,5771,3190,0.45,7073,1.75,4,1.51
CM,CM_26,Skeena Estuary,1965,400,2.05,822,3.31,2721,1.5,4081,2039,0.27,6120,3420,0.46,7501,1.75,2.43,1.51
CM,CM_26,Skeena Estuary,1966,300,1.25,375,3.31,1243,1.5,1864,1073,0.3,2937,1735,0.48,3599,1.75,4,1.51
CM,CM_26,Skeena Estuary,1967,200,1.12,225,3.31,744,1.5,1115,1047,0.4,2162,1534,0.58,2650,1.75,4.45,1.51
CM,CM_26,Skeena Estuary,1968,275,1.68,461,3.31,1527,1.5,2291,1410,0.31,3701,2245,0.49,4535,1.75,2.98,1.51
CM,CM_26,Skeena Estuary,1969,25,2.65,66,3.31,219,1.5,329,171,0.28,500,283,0.46,612,1.75,1.89,1.51
CM,CM_26,Skeena Estuary,1970,,,,,,,,,0.24,,,0.42,,,,
CM,CM_26,Skeena Estuary,1971,,,,,,,,,0.29,,,0.47,,,,
CM,CM_26,Skeena Estuary,1972,20,10.97,219,3.31,726,1.5,1090,581,0.28,1670,957,0.47,2047,1.75,0.46,1.51
CM,CM_26,Skeena Estuary,1973,20,10.97,219,3.31,726,1.5,1090,540,0.27,1629,907,0.45,1997,1.75,0.46,1.51
CM,CM_26,Skeena Estuary,1974,,,,,,,,,0.35,,,0.54,,,,
CM,CM_26,Skeena Estuary,1975,,,,,,,,,0.25,,,0.43,,,,
CM,CM_26,Skeena Estuary,1976,20,10.97,219,3.31,726,1.5,1090,280,0.17,1370,589,0.35,1679,1.75,0.46,1.51
CM,CM_26,Skeena Estuary,1977,,,,,,,,,0.39,,,0.57,,,,
CM,CM_26,Skeena Estuary,1978,50,3.2,160,3.31,530,1.5,795,400,0.27,1195,670,0.46,1464,1.75,1.56,1.51
CM,CM_26,Skeena Estuary,1979,,,,,,,,,0.3,,,0.49,,,,
CM,CM_26,Skeena Estuary,1980,,,,,,,,,0.26,,,0.45,,,,
CM,CM_26,Skeena Estuary,1981,,,,,,,,,0.37,,,0.55,,,,
CM,CM_26,Skeena Estuary,1982,5,10.97,55,3.31,182,1.5,272,90,0.22,362,128,0.32,401,1.75,0.46,1.51
CM,CM_26,Skeena Estuary,1983,1,9.14,9,3.31,30,1.5,45,23,0.24,68,47,0.51,92,1.75,0.55,1.51
CM,CM_26,Skeena Estuary,1984,10,9.14,91,3.31,303,1.5,454,172,0.22,626,325,0.42,779,1.75,0.55,1.51
CM,CM_26,Skeena Estuary,1985,,,,,,,,,0.28,,,0.44,,,,
CM,CM_26,Skeena Estuary,1986,50,2.48,124,3.31,410,1.5,615,325,0.27,940,570,0.48,1185,1.75,2.02,1.51
CM,CM_26,Skeena Estuary,1987,,,,,,,,,0.31,,,0.39,,,,
CM,CM_26,Skeena Estuary,1988,20,3.2,64,3.31,212,1.5,318,217,0.35,535,300,0.49,618,1.75,1.56,1.51
CM,CM_26,Skeena Estuary,1989,16,2.48,40,3.31,131,1.5,197,73,0.21,270,157,0.44,354,1.75,2.02,1.51
CM,CM_26,Skeena Estuary,1990,,,,,,,,,0.3,,,0.46,,,,
CM,CM_26,Skeena Estuary,1991,,,,,,,,,0.26,,,0.56,,,,
CM,CM_26,Skeena Estuary,1992,1,10.97,11,3.31,36,1.5,54,50,0.4,104,70,0.56,125,1.75,0.46,1.51
CM,CM_26,Skeena Estuary,1993,5,9.14,46,3.31,151,1.5,227,124,0.28,351,213,0.48,440,1.75,0.55,1.51
CM,CM_26,Skeena Estuary,1994,,,,,,,,,0.2,,,0.42,,,,
CM,CM_26,Skeena Estuary,1995,10,9.14,91,3.31,303,1.5,454,218,0.27,672,348,0.43,802,1.75,0.55,1.51
CM,CM_26,Skeena Estuary,1996,,,,,,,,,0.24,,,0.42,,,,
CM,CM_26,Skeena Estuary,1997,,,,,,,,,0.14,,,0.27,,,,
CM,CM_26,Skeena Estuary,1998,40,3.2,128,3.31,424,1.5,636,16,0.02,652,126,0.17,762,1.75,1.56,1.51
CM,CM_26,Skeena Estuary,1999,,,,,,,,,0.02,,,0.15,,,,
CM,CM_26,Skeena Estuary,2000,20,2.05,41,3.31,136,1.5,204,46,0.16,250,76,0.27,280,1.75,2.43,1.51
CM,CM_26,Skeena Estuary,2001,,,,,,,,,0.1,,,0.25,,,,
CM,CM_26,Skeena Estuary,2002,6,9.14,55,3.31,182,1.5,272,41,0.12,313,77,0.22,350,1.75,0.55,1.51
CM,CM_26,Skeena Estuary,2003,,,,,,,,,0.06,,,0.19,,,,
CM,CM_26,Skeena Estuary,2004,4,9.14,37,3.31,121,1.5,182,20,0.09,202,52,0.22,234,1.75,0.55,1.51
CM,CM_26,Skeena Estuary,2005,30,9.14,274,3.31,908,1.5,1362,6,0,1368,212,0.13,1574,1.75,0.55,1.51
CM,CM_26,Skeena Estuary,2006,70,9.14,640,3.31,2119,1.5,3178,581,0.15,3759,790,0.2,3968,1.75,0.55,1.51
CM,CM_26,Skeena Estuary,2007,,,,,,,,,0.07,,,0.2,,,,
CM,CM_26,Skeena Estuary,2008,,,,,,,,,0.09,,,0.19,,,,
CM,CM_26,Skeena Estuary,2009,40,9.14,366,3.31,1211,1.5,1816,13,0.01,1829,272,0.13,2088,1.75,0.55,1.51
CM,CM_26,Skeena Estuary,2010,21,9.14,192,3.31,636,1.5,953,12,0.01,965,140,0.13,1093,1.75,0.55,1.51
CM,CM_26,Skeena Estuary,2011,,,,,,,,,0.09,,,0.16,,,,
CM,CM_26,Skeena Estuary,2012,,,,,,,,,0.01,,,0.14,,,,
CM,CM_26,Skeena Estuary,2013,15,2.48,37,3.31,123,1.5,185,0,0,185,26,0.13,211,1.75,2.02,1.51
CM,CM_26,Skeena Estuary,2014,,,,,,,,,0.02,,,0.17,,,,
CM,CM_27,Lower Skeena,1954,15275,1.05,16062,1.42,22768,1.5,34152,30189,0.38,64342,44703,0.57,78855,1.67,4.76,3.53
CM,CM_27,Lower Skeena,1955,225,1.07,242,1.42,342,1.5,514,324,0.32,837,513,0.5,1026,1.67,4.66,3.53
CM,CM_27,Lower Skeena,1956,25,116.88,2922,1.42,4142,1.5,6213,5407,0.38,11620,8028,0.56,14241,1.67,0.04,3.53
CM,CM_27,Lower Skeena,1957,1500,1.08,1625,1.42,2303,1.5,3455,2877,0.37,6333,4306,0.55,7761,1.67,4.62,3.53
CM,CM_27,Lower Skeena,1958,3009,1.07,3230,1.42,4578,1.5,6867,4667,0.33,11534,7269,0.51,14136,1.67,4.66,3.53
CM,CM_27,Lower Skeena,1959,,,,,,,,,0.29,,,0.48,,,,
CM,CM_27,Lower Skeena,1960,,,,,,,,,0.27,,,0.45,,,,
CM,CM_27,Lower Skeena,1961,35137,1.05,36946,1.42,52374,1.5,78561,49470,0.32,128030,78350,0.5,156910,1.67,4.76,3.53
CM,CM_27,Lower Skeena,1962,7525,1.08,8133,1.42,11528,1.5,17293,7496,0.25,24788,13087,0.43,30380,1.67,4.63,3.53
CM,CM_27,Lower Skeena,1963,3900,1.07,4186,1.42,5934,1.5,8901,3048,0.21,11949,5743,0.39,14644,1.67,4.66,3.53
CM,CM_27,Lower Skeena,1964,3925,1.05,4127,1.42,5850,1.5,8776,4267,0.27,13043,7209,0.45,15985,1.67,4.76,3.53
CM,CM_27,Lower Skeena,1965,4000,1.03,4117,1.42,5836,1.5,8754,4375,0.27,13129,7336,0.46,16090,1.67,4.86,3.53
CM,CM_27,Lower Skeena,1966,15350,1,15350,1.42,21760,1.5,32639,18783,0.3,51423,30383,0.48,63022,1.67,5,3.53
CM,CM_27,Lower Skeena,1967,12550,1,12550,1.42,17790,1.5,26686,25040,0.4,51726,36708,0.58,63394,1.67,5,3.53
CM,CM_27,Lower Skeena,1968,8725,1.01,8800,1.42,12475,1.5,18712,11516,0.31,30229,18335,0.49,37047,1.67,4.96,3.53
